tienda,mes,center_name,region,zona,postal_code_area,fase,model,estado_veterana,n_dias,uds_dia_media,uds_total_mes,tiempo_efectivo_min,tiempo_con_paradas_min,tiempo_de_paradas_min,prod_efectiva_min_ud,prod_conparadas_min_ud,dif_prod_efectiva_vs_obj,dif_prod_conparadas_vs_obj,caudal_optimo_h,caudal_efectivo_h,caudal_real_h,diferencia_caudal_h,caudal_optimo_h_total,caudal_efectivo_h_total,caudal_real_h_total,diferencia_caudal_h_total
3632,1/3/2026,3632 - La Almunia De Doña Godina (La Almunia De Doña Godina),R08,Z22,La Almunia De Doña Godina (La Almunia De Doña Godina),Aprendiz,NTC30,No veterana,4,"981,5",3.926,"412,75","422,75",10,"0,4215","0,432","0,1065","0,117","5,15","6,88","7,05","1,89","20,61","27,52","28,18","7,57"
3664,1/3/2026,3664 - Estadi Balear (Palma),R04,Z53,Estadi Balear (Palma),Veterana,NTC120,Veterana,25,"4.706,04",117.651,"1.532,08","1.775,88","243,8","0,3267","0,3778","0,0117","0,0628","24,71","25,54","29,6","4,89","617,67","638,37","739,95","122,28"
3669,1/3/2026,3669 - Los Ochos (Torrelavega),R09,Z51,Los Ochos (Torrelavega),Aprendiz,NTC30,No veterana,10,"1.352,6",13.526,"551,2","567,5","16,3","0,4146","0,4272","0,0996","0,1122","7,1","9,19","9,46","2,36","71,01","91,87","94,58","23,57"
3681,1/3/2026,3681 - Avda. De Los Cipreses (Salamanca),R09,Z41,Avda. De Los Cipreses (Salamanca),Veterana,NTC60,Veterana,26,"2.755,46",71.642,"775,81","795,23","19,42","0,2815","0,2883","-0,03","-0,03","14,47","12,93","13,25","-1,21","376,12","336,18","344,6","-31,52"
3683,1/3/2026,3683 - La Lastra (Leon),R09,Z27,La Lastra (Leon),Veterana,NTC60,Veterana,26,"3.677,54",95.616,"1.129,54","1.196,96","67,42","0,3104","0,3289",-0,"0,0139","19,31","18,83","19,95","0,642","501,98","489,47","518,68","16,7"
3684,1/3/2026,3684 - Torrijos (Torrijos),R10,Z55,Torrijos (Torrijos),Veterana,NTC60,Veterana,26,"3.464,54",90.078,"1.095,5",1.119,"23,5","0,3197","0,3269","0,0047","0,0119","18,19","18,26","18,65","0,461","472,91","474,72","484,9","11,99"
3697,1/3/2026,3697 - Camino Del Cementerio (Valladolid),R09,Z27,Camino Del Cementerio (Valladolid),Veterana,NTC90,Veterana,26,"3.956,23",102.862,"1.312,65","1.359,62","46,96","0,3348","0,3471","0,0198","0,0321","20,77","21,88","22,66","1,89","540,03","568,82","589,17","49,14"
3700,1/3/2026,3700 - Barbate (Barbate),R06,Z26,Barbate (Barbate),Veterana,NTC120,Veterana,26,"1.761,5",45.799,"465,19","474,42","9,23","0,2656","0,2709","-0,05","-0,04","9,25","7,75","7,91","-1,34","240,44","201,58","205,58","-34,86"
3701,1/3/2026,3701 - Mercat D'abrera (Abrera),R08,Z36,Mercat D'abrera (Abrera),Veterana,NTC60,Veterana,26,"2.619,31",68.102,"931,58","957,85","26,27","0,3595","0,3697","0,0445","0,0547","13,75","15,53","15,96","2,21","357,54","403,68","415,07","57,53"
3718,1/3/2026,3718 - Villanueva De Gallego (Villanueva De Gallego),R08,Z22,Villanueva De Gallego (Villanueva De Gallego),Veterana,NTC30,Veterana,26,"1.850,58",48.115,"527,92","542,23","14,31","0,2888","0,2974","-0,03","-0,02","9,72","8,8","9,04","-0,68","252,6","228,77","234,97","-17,64"
3725,1/3/2026,3725 - Empuria Brava (Castello D'empuries),R02,Z24,Empuria Brava (Castello D'empuries),Veterana,NTC90,Veterana,26,"2.825,15",73.454,"918,85","941,04","22,19","0,3259","0,3336","0,0109","0,0186","14,83","15,31","15,68","0,852","385,63","398,17","407,78","22,15"
3729,1/3/2026,3729 - San Isidro (La Jurada) (Granadilla De Abona),R05,Z54,San Isidro (La Jurada) (Granadilla De Abona),Veterana,NTC60,Veterana,26,"3.276,31",85.184,"913,92","959,69","45,77","0,2795","0,2935","-0,04","-0,02","17,2","15,23","15,99","-1,2","447,22","396,03","415,87","-31,35"
3731,1/3/2026,3731 - Les Franqueses (Les Franqueses Del Valles),R02,Z20,Les Franqueses (Les Franqueses Del Valles),Veterana,NTC90,No veterana,26,3.725,96.850,"1.270,19","1.333,54","63,35","0,3424","0,3596","0,0274","0,0446","19,56","21,17","22,23","2,67","508,46","550,42","577,87","69,4"
3734,1/3/2026,3734 - Sotogrande (San Roque),R06,Z14,Sotogrande (San Roque),Veterana,NTC120,Veterana,26,3.123,81.198,"945,69","979,77","34,08","0,3035","0,3147","-0,01",-0,"16,4","15,76","16,33","-0,1","426,29","409,8","424,57","-1,72"
3750,1/3/2026,3750 - Cuarte De Huerva (Cuarte De Huerva),R08,Z22,Cuarte De Huerva (Cuarte De Huerva),Veterana,NTC30,Veterana,25,1.823,45.575,"500,28","514,76","14,48","0,2771","0,2851","-0,04","-0,03","9,57","8,34","8,58","-0,99","239,27","208,45","214,48","-24,79"
3758,1/3/2026,3758 - Sama (Langreo),R09,Z32,Sama (Langreo),Aprendiz,NTC30,No veterana,10,"741,5",7.415,"400,1","416,4","16,3","0,5718","0,5951","0,2568","0,2801","3,89","6,67","6,94","3,05","38,93","66,68","69,4","30,47"
3769,1/3/2026,3769 - Ctra. Palma Del Río (Cordoba),R06,Z17,Ctra. Palma Del Río (Cordoba),Aprendiz,NTC60,No veterana,26,"2.878,5",74.841,"842,38","947,96","105,58","0,2955","0,3321","-0,02","0,0171","15,11","14,04","15,8","0,687","392,92","365,03","410,78","17,87"
3798,1/3/2026,3798 - C. C. Puerta Europa (Algeciras),R06,Z26,C. C. Puerta Europa (Algeciras),Veterana,NTC90,Veterana,26,"4.382,42",113.943,"1.239,46","1.295,46",56,"0,287","0,3005",-0,"-0,01","23,01","20,66","21,59","-1,42","598,2","537,1","561,37","-36,83"
3819,1/3/2026,3819 - C. C. Serrallo Plaza (Granada),R06,Z18,C. C. Serrallo Plaza (Granada),Veterana,NTC60,Veterana,26,"2.469,96",64.219,"765,54","790,81","25,27","0,312","0,3218",-0,"0,0068","12,97","12,76","13,18","0,213","337,15","331,73","342,68","5,53"
3836,1/3/2026,3836 - La Gañania (Los Realejos),R05,Z54,La Gañania (Los Realejos),Veterana,NTC60,Veterana,26,"3.051,46",79.338,"881,85","914,96","33,12","0,2916","0,3025","-0,02","-0,01","16,02","14,7","15,25","-0,77","416,52","382,13","396,48","-20,04"
3842,1/3/2026,3842 - Son Macià (Marratxí),R04,Z11,Son Macià (Marratxí),Veterana,NTC90,Veterana,25,"3.422,08",85.552,"1.002,6","1.033,48","30,88","0,2924","0,3011","-0,02","-0,01","17,97","16,71","17,23","-0,74","449,15","417,75","430,62","-18,53"
3849,1/3/2026,3849 - Valdespartera (Zaragoza),R08,Z22,Valdespartera (Zaragoza),Veterana,NTC90,Veterana,25,"4.873,44",121.836,"1.244,52","1.296,04","51,52","0,256","0,2665","-0,1","-0,05","25,59","20,74","21,6","-3,98","639,64","518,55","540,02","-99,62"
3850,1/3/2026,3850 - Esparreguera (Esparreguera),R08,Z36,Esparreguera (Esparreguera),Veterana,NTC60,Veterana,26,"3.164,85",82.286,"1.189,19","1.250,92","61,73","0,3804","0,4005","0,0654","0,0855","16,61","19,82","20,85","4,23",432,"515,32","542,07","110,07"
3851,1/3/2026,3851 - Rec Susana (Figueres),R02,Z24,Rec Susana (Figueres),Veterana,NTC30,Veterana,26,"1.087,08",28.264,"371,46",384,"12,54","0,3449","0,3567","0,0299","0,0417","5,71","6,19","6,4","0,693","148,39","160,97","166,4","18,01"
3855,1/3/2026,3855 - Cruz Chica (San Cristobal De La Laguna),R05,Z12,Cruz Chica (San Cristobal De La Laguna),Veterana,NTC60,Veterana,26,"3.433,46",89.270,"968,69","1.029,85","61,15","0,2817","0,2993","-0,03","-0,02","18,03","16,14","17,16","-0,86","468,67","419,77","446,27","-22,4"
3859,1/3/2026,3859 - Llinars Del Vallés (Llinars Del Valles),R02,Z20,Llinars Del Vallés (Llinars Del Valles),Veterana,NTC60,No veterana,26,"2.453,58",63.793,"810,12",848,"37,88","0,3332","0,3486","0,0182","0,0336","12,88","13,5","14,13","1,25","334,91","351,05","367,47","32,55"
3860,1/3/2026,3860 - Cubelles (Cubelles),R02,Z56,Cubelles (Cubelles),Veterana,NTC90,Veterana,26,"2.496,15",64.900,"830,04","872,5","42,46","0,3358","0,3521","0,0208","0,0371","13,11","13,83","14,54","1,44","340,72","359,68","378,08","37,36"
3864,1/3/2026,3864 - Hoya De La Plata (Las Palmas De Gran Canaria),R05,Z28,Hoya De La Plata (Las Palmas De Gran Canaria),Veterana,NTC60,Veterana,26,"1.928,69",50.146,"602,58","679,73","77,15","0,3129","0,3553",-0,"0,0403","10,13","10,04","11,33","1,2","263,27","261,12","294,55","31,28"
3880,1/3/2026,3880 - El Tercer Barrio (Palencia),R09,Z27,El Tercer Barrio (Palencia),Veterana,NTC30,Veterana,26,"1.584,88",41.207,"497,62","517,81","20,19","0,3171","0,3297","0,0021","0,0147","8,32","8,29","8,63","0,309","216,34","215,63","224,38","8,05"
3902,1/3/2026,3902 - Argana (Arrecife),R05,Z12,Argana (Arrecife),Veterana,NTC90,Veterana,26,"4.856,65",126.273,"1.302,12","1.404,54","102,42","0,2686","0,2901","-0,05","-0,02","25,5","21,7","23,41","-2,1","662,93","564,25","608,63","-54,3"
3905,1/3/2026,3905 - San Cristóbal (Almuñecar),R06,Z18,San Cristóbal (Almuñecar),Veterana,NTC120,Veterana,25,"2.202,36",55.059,"646,64","678,96","32,32","0,2957","0,31","-0,02",-0,"11,56","10,78","11,32","-0,25","289,06","269,43","282,9","-6,16"
3919,1/3/2026,3919 - Campohermoso (Nijar),R07,Z25,Campohermoso (Nijar),Veterana,NTC90,Veterana,26,"932,69",24.250,"250,15","253,54","3,38","0,2731","0,2771","-0,04","-0,04","4,9","4,17","4,23","-0,67","127,31","108,4","109,87","-17,45"
3924,1/3/2026,3924 - Poima (Maó),R04,Z53,Poima (Maó),Veterana,NTC90,No veterana,25,"2.431,6",60.790,"1.086,6","1.125,48","38,88","0,4453","0,4598","0,1303","0,1448","12,77","18,11","18,76","5,99","319,15","452,75","468,95","149,8"
3928,1/3/2026,3928 - Alfaro (Alfaro),R08,Z52,Alfaro (Alfaro),Veterana,NTC30,Veterana,26,"1.528,96",39.753,"493,15","535,92","42,77","0,3369","0,3654","0,0219","0,0504","8,03","8,22","8,93","0,905","208,7","213,7","232,23","23,53"
3930,1/3/2026,3930 - Las Californias (Miranda De Ebro),R09,Z51,Las Californias (Miranda De Ebro),Veterana,NTC60,Veterana,26,"1.808,58",47.023,"489,46","500,88","11,42","0,2723","0,2788","-0,04","-0,04","9,49","8,16","8,35","-1,15","246,87","212,1","217,05","-29,82"
3935,1/3/2026,3935 - Corralejo (La Oliva),R05,Z12,Corralejo (La Oliva),Aprendiz,CIERRE,No veterana,26,"5.569,96",144.819,"1.549,23","1.659,38","110,15","0,2779","0,2975","-0,04","-0,02","29,24","25,82","27,66","-1,59","760,3","671,33","719,07","-41,23"
3943,1/3/2026,3943 - C/ Pau Casals (Girona),R02,Z24,C/ Pau Casals (Girona),Aprendiz,NTC60,No veterana,26,"2.360,19",61.365,"790,62",827,"36,38","0,3412","0,3575","0,0262","0,0425","12,39","13,18","13,78","1,39","322,17","342,6","358,37","36,2"
3945,1/3/2026,3945 - Palamós (Palamos),R02,Z24,Palamós (Palamos),Aprendiz,CIERRE,No veterana,8,"1.763,88",14.111,"561,37","580,88","19,5","0,3192","0,3304","0,0042","0,0154","9,26","9,36","9,68","0,421","74,08","74,85","77,45","3,37"
3947,1/3/2026,3947 - Camp Clar (Tarragona),R02,Z05,Camp Clar (Tarragona),Veterana,NTC90,Veterana,26,"4.100,5",106.613,"1.164,46","1.287,12","122,65","0,2841","0,3141",-0,-0,"21,53","19,41","21,45","-0,1","559,72","504,6","557,75","-1,97"
3950,1/3/2026,3950 - Mora D'ebre (Mora D'ebre),R02,Z05,Mora D'ebre (Mora D'ebre),Veterana,NTC60,Veterana,26,"761,19",19.791,"236,38","239,54","3,15","0,3232","0,3281","0,0082","0,0131",4,"3,94","3,99",-0,"103,9","102,43","103,8","-0,1"
3951,1/3/2026,3951 - Bell-Lloc (Girona),R02,Z24,Bell-Lloc (Girona),Veterana,NTC60,Veterana,26,"2.785,08",72.412,"958,77","990,88","32,12","0,3466","0,358","0,0316","0,043","14,62","15,98","16,52","1,89","380,16","415,47","429,38","49,22"
3964,1/3/2026,3964 - P. C. Camino Real (San Fernando De Henares),R04,Z49,P. C. Camino Real (San Fernando De Henares),Veterana,NTC90,Veterana,26,"4.810,54",125.074,"1.422,54","1.464,77","42,23","0,2992","0,3076","-0,02",-0,"25,25","23,71","24,41","-0,84","656,64","616,43","634,73","-21,91"
3966,1/3/2026,3966 - Avda. Universitària (Manresa),R02,Z50,Avda. Universitària (Manresa),Veterana,NTC60,No veterana,26,"2.142,81",55.713,"776,88","804,88",28,"0,3673","0,381","0,0523","0,066","11,25","12,95","13,41","2,17","292,49","336,65","348,78","56,29"
3968,1/3/2026,3968 - El Florío (Granada),R06,Z18,El Florío (Granada),Veterana,NTC150,Veterana,26,"8.274,62",215.140,"2.383,12","2.527,35","144,23","0,2884","0,306","-0,03",-0,"43,44","39,72","42,12","-1,32","1.129,49","1.032,68","1.095,18","-34,3"
3973,1/3/2026,3973 - El Botafoc (El Vendrell),R02,Z56,El Botafoc (El Vendrell),Veterana,NTC60,Veterana,26,"3.724,81",96.845,"1.128,15","1.211,73","83,58","0,3036","0,3262","-0,01","0,0112","19,55","18,8","20,2","0,64","508,44","488,87","525,08","16,65"
3975,1/3/2026,3975 - Coma-Ruga (El Vendrell),R02,Z05,Coma-Ruga (El Vendrell),Veterana,NTC90,Veterana,26,"1.501,23",39.032,"433,73","459,12","25,38","0,2896","0,3074","-0,03",-0,"7,88","7,23","7,65","-0,23","204,92","187,95","198,95","-5,97"
3992,1/3/2026,3992 - El Camisón (Arona),R05,Z54,El Camisón (Arona),Veterana,NTC60,No veterana,26,"3.066,96",79.741,"999,85","1.078,42","78,58","0,3271","0,3533","0,0121","0,0383","16,1","16,66","17,97","1,87","418,64","433,27","467,32","48,68"
3996,1/3/2026,3996 - Sant Sadurní (Sant Sadurni D'anoia),R08,Z36,Sant Sadurní (Sant Sadurni D'anoia),Veterana,NTC60,Veterana,26,"3.446,77",89.616,"1.055,77","1.129,81","74,04","0,3068","0,3283",-0,"0,0133","18,1","17,6","18,83","0,735","470,48","457,5","489,58","19,1"
4022,1/3/2026,4022 - Butihondo (Pajara),R05,Z12,Butihondo (Pajara),Veterana,NTC60,Veterana,26,"2.784,77",72.404,"745,73","840,38","94,65","0,267","0,3016",-0,"-0,01","14,62","12,43","14,01","-0,61","380,12","323,15","364,17","-15,95"
4025,1/3/2026,4025 - Olot (Olot),R02,Z24,Olot (Olot),Veterana,NTC30,Veterana,26,"1.285,42",33.421,"419,54","447,46","27,92","0,3307","0,3508","0,0157","0,0358","6,75","6,99","7,46","0,709","175,46","181,8","193,9","18,44"
4028,1/3/2026,4028 - La Zubia (La Zubia),R06,Z18,La Zubia (La Zubia),Veterana,NTC60,Veterana,26,"3.771,42",98.057,"1.049,96","1.149,65","99,69","0,2807","0,3076","-0,03",-0,"19,8","17,5","19,16","-0,64","514,8","454,98","498,18","-16,62"
4030,1/3/2026,4030 - Carrer De La Piera (Vilanova I La Geltru),R02,Z56,Carrer De La Piera (Vilanova I La Geltru),Veterana,NTC120,Veterana,26,"4.881,85",126.928,"1.495,38","1.634,19","138,81","0,3081","0,3363",-0,"0,0213","25,63","24,92","27,24","1,61","666,37",648,"708,15","41,78"
4033,1/3/2026,4033 - Lloret (Lloret De Mar),R02,Z24,Lloret (Lloret De Mar),Veterana,NTC90,Veterana,26,"839,62",21.830,"297,19","304,5","7,31","0,3597","0,3684","0,0447","0,0534","4,41","4,95","5,08","0,667","114,61","128,78","131,95","17,34"
4040,1/3/2026,4040 - Pineda (Pineda De Mar),R02,Z20,Pineda (Pineda De Mar),Veterana,NTC30,No veterana,26,"1.277,15",33.206,"415,58","454,38","38,81","0,3331","0,3641","0,0181","0,0491","6,71","6,93","7,57","0,868","174,33","180,08","196,9","22,57"
4045,1/3/2026,4045 - Valdenoja (Santander),R09,Z51,Valdenoja (Santander),Veterana,NTC60,Veterana,26,"2.856,15",74.260,"905,81","976,08","70,27","0,3171","0,3414","0,0021","0,0264","14,99","15,1","16,27","1,27","389,86","392,52","422,97","33,1"
4055,1/3/2026,4055 - Urb. Las Arenas (Malpartida De Caceres),R10,Z31,Urb. Las Arenas (Malpartida De Caceres),Veterana,NTC90,Veterana,26,"4.384,65",114.001,"1.297,35","1.389,38","92,04","0,2969","0,3174","-0,02","0,0024","23,02","21,62","23,16","0,137","598,51","562,18","602,07","3,56"
4065,1/3/2026,4065 - A Sionlla (Santiago De Compostela),R01,Z38,A Sionlla (Santiago De Compostela),Veterana,NTC60,Veterana,25,"2.686,36",67.159,"767,16","793,08","25,92","0,2896","0,2991","-0,03","-0,02","14,1","12,79","13,22","-0,89","352,58","319,65","330,45","-22,13"
4066,1/3/2026,4066 - Cerdanyola (Cerdanyola Del Valles),R02,Z50,Cerdanyola (Cerdanyola Del Valles),Veterana,NTC90,No veterana,26,"3.153,35",81.987,"1.082,42","1.139,12","56,69","0,3452","0,3635","0,0302","0,0485","16,55","18,04","18,98","2,43","430,43","469,05","493,62","63,18"
4068,1/3/2026,4068 - C/ Sant Jaume (Vic),R02,Z20,C/ Sant Jaume (Vic),Veterana,NTC120,Veterana,26,"6.111,42",158.897,"2.014,04","2.097,27","83,23","0,3306","0,3443","0,0156","0,0293","32,09","33,57","34,95","2,87","834,21","872,75","908,82","74,61"
4069,1/3/2026,4069 - Tordera (Tordera),R02,Z24,Tordera (Tordera),Veterana,NTC90,Veterana,26,"4.646,04",120.797,"1.435,19","1.474,19",39,"0,3108","0,3192",-0,"0,0042","24,39","23,92","24,57","0,178","634,18","621,92","638,82","4,63"
4074,1/3/2026,4074 - Vía Augusta (Tarragona),R02,Z05,Vía Augusta (Tarragona),Veterana,NTC30,Veterana,26,"1.538,42",39.999,"495,04","509,81","14,77","0,3244","0,3343","0,0094","0,0193","8,08","8,25","8,5","0,42","209,99","214,52","220,92","10,92"
4077,1/3/2026,4077 - Ctra. Riaza (Segovia),R09,Z41,Ctra. Riaza (Segovia),Veterana,NTC60,Veterana,26,"2.887,5",75.075,"812,92","896,69","83,77","0,2823","0,3114","-0,03",-0,"15,16","13,55","14,95","-0,21","394,14","352,27","388,57","-5,58"
4081,1/3/2026,4081 - C. C. Som Multiespai (Barcelona),R02,Z10,C. C. Som Multiespai (Barcelona),Veterana,NTC90,No veterana,26,"3.730,31",96.988,"1.332,04","1.392,04",60,"0,36","0,3759","0,045","0,0609","19,58","22,2","23,2","3,62","509,19","577,22","603,22","94,03"
4092,1/3/2026,4092 - Montornés (Montornes Del Valles),R02,Z20,Montornés (Montornes Del Valles),Veterana,NTC60,No veterana,26,"3.227,23",83.908,"965,38","1.019,38",54,"0,2994","0,3162","-0,02","0,0012","16,94","16,09","16,99","0,047","440,52","418,33","441,73","1,22"
4094,1/3/2026,4094 - Mercat De Montgat (Montgat),R02,Z02,Mercat De Montgat (Montgat),Veterana,NTC60,No veterana,26,"2.072,96",53.897,"640,38","651,27","10,88","0,3089","0,3139",-0,-0,"10,88","10,67","10,85",-0,"282,96","277,5","282,22","-0,74"
4097,1/3/2026,4097 - La Girada (Vilafranca Del Penedes),R08,Z36,La Girada (Vilafranca Del Penedes),Veterana,NTC90,Veterana,26,5.015,130.390,"1.496,19","1.637,58","141,38","0,2976","0,326","-0,02","0,011","26,33","24,94","27,29","0,964","684,55","648,35","709,62","25,07"
4111,1/3/2026,4111 - Vía Sabadell (Sabadell),R02,Z02,Vía Sabadell (Sabadell),Veterana,NTC120,No veterana,26,"5.686,73",147.855,"1.885,04","1.945,04",60,"0,3313","0,3417","0,0163","0,0267","29,86","31,42","32,42","2,56","776,24","816,85","842,85","66,61"
4113,1/3/2026,4113 - Cassà (Cassa De La Selva),R02,Z24,Cassà (Cassa De La Selva),Veterana,NTC90,Veterana,26,"3.132,35",81.441,"913,27","966,27",53,"0,2936","0,3109","-0,02",-0,"16,45","15,22","16,1","-0,34","427,57","395,75","418,72","-8,85"
4115,1/3/2026,4115 - Copa D'or (Lleida),R08,Z44,Copa D'or (Lleida),Veterana,NTC60,Veterana,26,"2.789,5",72.527,"868,5","910,81","42,31","0,3158","0,3312","0,0008","0,0162","14,64","14,47","15,18","0,535","380,77","376,35","394,68","13,92"
4140,1/3/2026,4140 - Avda. Madrid 108 (Vigo),R01,Z30,Avda. Madrid 108 (Vigo),Veterana,NTC90,Veterana,24,"4.762,21",114.293,"1.326,71","1.381,21","54,5","0,2797","0,2911","-0,04","-0,02",25,"22,11","23,02","-1,98","600,04","530,68","552,48","-47,55"
4149,1/3/2026,4149 - Masquefa (Masquefa),R08,Z36,Masquefa (Masquefa),Veterana,NTC120,Veterana,26,"5.786,77",150.456,1.896,"1.973,19","77,19","0,3281","0,3415","0,0131","0,0265","30,38","31,6","32,89","2,51","789,89","821,6","855,05","65,16"
4153,1/3/2026,4153 - Sant Fost (Sant Fost De Campsentelles),R02,Z20,Sant Fost (Sant Fost De Campsentelles),Veterana,NTC60,No veterana,26,"3.116,77",81.036,"1.033,04","1.067,96","34,92","0,3324","0,3435","0,0174","0,0285","16,36","17,22","17,8","1,44","425,44","447,65","462,78","37,34"
4154,1/3/2026,4154 - Poici (Ciutadella De Menorca),R04,Z53,Poici (Ciutadella De Menorca),Aprendiz,NTC60,No veterana,25,"1.379,4",34.485,"609,76","642,68","32,92","0,4497","0,473","0,1347","0,158","7,24","10,16","10,71","3,47","181,05","254,07","267,78","86,74"
4166,1/3/2026,4166 - O Seixo (Oleiros),R01,Z38,O Seixo (Oleiros),Veterana,NTC90,Veterana,25,"3.593,92",89.848,"1.146,64","1.227,84","81,2","0,3253","0,3488","0,0103","0,0338","18,87","19,11","20,46","1,6","471,7","477,77","511,6","39,9"
4167,1/3/2026,4167 - Berga (Berga),R02,Z50,Berga (Berga),Veterana,NTC30,No veterana,26,"779,04",20.255,"317,12","324,5","7,38","0,4187","0,4298","0,1037","0,1148","4,09","5,29","5,41","1,32","106,34","137,42","140,62","34,28"
4168,1/3/2026,4168 - Hospital De Los Marqueses (Linares),R06,Z47,Hospital De Los Marqueses (Linares),Veterana,NTC60,Veterana,26,"3.065,69",79.708,"963,92","1.025,92",62,"0,315","0,3352",0,"0,0202","16,09","16,07","17,1",1,"418,47","417,7","444,57","26,1"
4169,1/3/2026,4169 - Vilassar (Vilassar De Mar),R02,Z20,Vilassar (Vilassar De Mar),Veterana,NTC60,No veterana,26,"2.016,42",52.427,"664,23","672,96","8,73","0,3318","0,3359","0,0168","0,0209","10,59","11,07","11,22","0,63","275,24","287,83","291,62","16,37"
4171,1/3/2026,4171 - Cardedeu (Cardedeu),R02,Z20,Cardedeu (Cardedeu),Veterana,NTC30,No veterana,26,"1.852,77",48.172,"607,46","628,77","21,31","0,333","0,3451","0,018","0,0301","9,73","10,12","10,48","0,752","252,9","263,23","272,47","19,56"
4182,1/3/2026,4182 - Teiá (Teia),R02,Z20,Teiá (Teia),Veterana,NTC60,No veterana,26,"1.972,69",51.290,"686,27","714,46","28,19","0,3499","0,3637","0,0349","0,0487","10,36","11,44","11,91","1,55","269,27","297,38","309,6","40,33"
4184,1/3/2026,4184 - Port Badalona (Badalona),R02,Z02,Port Badalona (Badalona),Veterana,NTC60,No veterana,26,"1.811,38",47.096,"518,85","533,04","14,19","0,2894","0,2961","-0,03","-0,02","9,51","8,65","8,88","-0,63","247,25","224,83","230,98","-16,27"
4200,1/3/2026,4200 - Parc Vallés (Terrassa),R02,Z50,Parc Vallés (Terrassa),Veterana,NTC90,No veterana,26,"3.324,46",86.436,"1.088,35","1.156,69","68,35","0,3281","0,3486","0,0131","0,0336","17,45","18,14","19,28","1,82","453,79","471,62","501,23","47,44"
4203,1/3/2026,4203 - Expo (Zaragoza),R08,Z22,Expo (Zaragoza),Veterana,NTC60,Veterana,25,"2.822,72",70.568,"850,88","886,4","35,52","0,3025","0,3153","-0,01","0,0003","14,82","14,18","14,77",-0,"370,48","354,53","369,33","-1,15"
4211,1/3/2026,4211 - Avda. Narangel (Tudela),R08,Z52,Avda. Narangel (Tudela),Veterana,NTC30,Veterana,25,"2.013,64",50.341,"620,6","658,64","38,04","0,3114","0,3308",-0,"0,0158","10,57","10,34","10,98","0,406","264,29","258,58","274,43","10,14"
4229,1/3/2026,4229 - Avda. San Jorge (Pamplona/Iruña),R08,Z52,Avda. San Jorge (Pamplona/Iruña),Veterana,NTC120,Veterana,25,"7.631,44",190.786,"2.319,96","2.398,16","78,2","0,3043","0,3144",-0,-0,"40,06","38,67","39,97","-0,1","1.001,63","966,65","999,23","-2,39"
4230,1/3/2026,4230 - Pol. Iturrondo (Burlada/Burlata),R08,Z52,Pol. Iturrondo (Burlada/Burlata),Veterana,NTC60,Veterana,25,"4.114,88",102.872,"1.213,68","1.255,96","42,28","0,2956","0,3061","-0,02",-0,"21,6","20,23","20,93","-0,67","540,08","505,7","523,32","-16,76"
